id,text,date,likes,retweets,replies,city,category,source,clean_text,sarcasm,text_length,word_count,has_sarcasm,month,engagement_score,sentiment,sentiment_method,topic_id,topic_name
anon_neu_0028,implementasi ppks harus jadi syarat akreditasi perguruan tinggi oleh ban pt #PPKS #KampusAman,2022-05-01,7,2,1,Bandung,neutral_policy,synthetic,implementasi ppks harus syarat akreditasi perguruan tinggi oleh ban pt ppks kampusaman,0,86,12,False,2022-05,12,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0215,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #StopKekerasanSeksual",2022-01-27,6,0,1,Jakarta,negative_sanction,synthetic,kampus tutup mata soal pelecehan seksual dosen reputasi penting korban stopkekerasanseksual,0,91,11,False,2022-01,7,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_pos_0084,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #PPKS #KampusAman,2022-08-22,0,1,0,Yogyakarta,positive_support,synthetic,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual ppks kampusaman,0,96,13,False,2022-08,2,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0087,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan,2023-04-04,3,14,1,Jakarta,positive_support,synthetic,satgas ppks kompeten sangat dibutuhkan beberapa kampus menunjukkan,0,66,8,False,2023-04,32,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0115,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #MahasiswaAman #PPKS,2022-04-24,5,4,0,Medan,negative_blaming,synthetic,komunitas kampus menganggap korban pelecehan sebagai pembuat onar mahasiswaaman ppks,0,84,10,False,2022-04,13,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0249,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #Permendikbud #PPKS,2022-06-16,2,6,1,Jakarta,negative_fear,synthetic,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam permendikbud ppks,0,89,11,False,2022-06,15,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0168,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #PPKS #KampusAman",2022-03-25,8,2,1,Malang,negative_blaming,synthetic,dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri ppks kampusaman,0,87,12,False,2022-03,13,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0049,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #PPKS #KampusAman,2022-06-23,2,2,1,Jakarta,negative_fear,synthetic,korban bungkam kampus lindungi nama baik institusi daripada mahasiswa ppks kampusaman,0,85,11,False,2022-06,7,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0006,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #PPKS #KampusAman,2022-09-29,3,1,10,Bandung,neutral_policy,synthetic,data kemenangan hukum korban pelecehan seksual kampus sangat rendah ppks kampusaman,0,83,11,False,2022-09,15,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0002,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #MahasiswaAman #PPKS,2022-03-23,4,4,1,Bandung,negative_fear,synthetic,siapa berani lapor pelecehan seksual pelakunya dosen pembimbing skripsi mahasiswaaman ppks,0,90,11,False,2022-03,13,POSITIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0070,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #PPKS #KampusAman,2022-05-31,5,12,2,Bogor,negative_sanction,synthetic,pelaku pelecehan seksual kampus lolos terus mekanisme sanksi ppks kampusaman,0,76,10,False,2022-05,31,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0104,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #Permendikbud #PPKS,2021-12-15,9,10,3,Jakarta,neutral_policy,synthetic,riset menunjukkan mahasiswi pernah alami pelecehan seksual kampus permendikbud ppks,0,83,10,False,2021-12,32,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0035,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #Permendikbud #PPKS",2023-12-19,1,3,2,Jakarta,negative_blaming,synthetic,lingkungan kampus normalize pelecehan seksual dianggap bercandaan biasa permendikbud ppks,0,89,10,False,2023-12,9,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0033,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #MahasiswaAman #PPKS,2024-01-01,18,1,6,Surabaya,negative_fear,synthetic,sistem perlindungan korban kampus cuma lip service doang actionnya mahasiswaaman ppks,0,85,11,False,2024-01,26,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0031,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #MahasiswaAman #PPKS,2023-10-23,142,4,1,Jakarta,negative_fear,synthetic,mahasiswi takut melapor kekerasan seksual kampus takut dikeluarkan mahasiswaaman ppks,0,85,10,False,2023-10,151,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0073,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks,2024-04-13,8,2,9,Semarang,neutral_policy,synthetic,perlu regulasi spesifik soal mekanisme sanksi dalam kasus ppks,0,62,9,False,2024-04,21,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0192,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #PPKS #KampusAman,2023-05-05,25,4,2,Surabaya,negative_fear,synthetic,safe space sama sekali buat korban pelecehan seksual kampus ppks kampusaman,0,75,11,False,2023-05,35,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0204,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2024-06-19,3,2,2,Jakarta,negative_fear,synthetic,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam ppks kampusaman,0,87,11,False,2024-06,9,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0026,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #MahasiswaAman #PPKS",2022-03-31,1,0,5,Surabaya,negative_sanction,synthetic,ppks hanya regulasi atas kertas eksekusinya sama sekali mahasiswaaman ppks,0,74,10,False,2022-03,6,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0084,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #MahasiswaAman #PPKS,2023-04-04,8,4,1,Bandung,negative_fear,synthetic,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam mahasiswaaman ppks,0,90,11,False,2023-04,17,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0006,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #Permendikbud #PPKS,2023-09-12,5,2,2,Yogyakarta,negative_sanction,synthetic,kemendikbud harus audit semua satgas ppks kampus berfungsi baik permendikbud ppks,0,81,11,False,2023-09,11,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0049,"ppks seharusnya jadi standar minimum setiap kampus, dukungan penuh untuk regulasi #Permendikbud #PPKS",2022-01-15,14,4,3,Bandung,positive_support,synthetic,ppks seharusnya standar minimum setiap kampus dukungan penuh regulasi permendikbud ppks,0,87,11,False,2022-01,25,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0118,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #PPKS #KampusAman",2024-01-06,31,4,1,Semarang,negative_sanction,synthetic,dosen dilaporkan dipindah jurusan bukan dipecat bukan sanksi ppks kampusaman,0,76,10,False,2024-01,40,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0239,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan #StopKekerasanSeksual",2023-10-21,13,4,1,Malang,negative_sanction,synthetic,transparansi dalam proses hukum ppks sangat buruk korban tahu perkembangan stopkekerasanseksual,0,95,11,False,2023-10,22,NEGATIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neu_0026,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #MahasiswaAman #PPKS,2023-07-10,13,1,3,Yogyakarta,neutral_policy,synthetic,data kemenangan hukum korban pelecehan seksual kampus sangat rendah mahasiswaaman ppks,0,86,11,False,2023-07,18,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0191,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #PPKS #KampusAman",2022-06-29,2,0,1,Yogyakarta,negative_blaming,synthetic,pelaku mendapat simpati sementara korban dikucilkan realita kampus ppks kampusaman,0,82,10,False,2022-06,3,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0185,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #PPKS #KampusAman",2023-12-01,1,2,0,Jakarta,negative_sanction,synthetic,kampus tutup mata soal pelecehan seksual dosen reputasi penting korban ppks kampusaman,0,86,12,False,2023-12,5,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_pos_0128,komunitas kampus aman sangat membantu korban yg tidak tau harus kemana melapor #PPKS #KampusAman,2022-08-18,4,4,2,Surabaya,positive_support,synthetic,komunitas kampus aman sangat membantu korban tau harus kemana melapor ppks kampusaman,0,85,12,False,2022-08,14,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0091,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #StopKekerasanSeksual",2022-10-13,19,8,5,Surabaya,negative_blaming,synthetic,teman2 kampus membela pelaku pelecehan seksual korban dikucilkan stopkekerasanseksual,0,85,9,False,2022-10,40,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0010,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #Permendikbud #PPKS,2024-03-14,10,10,3,Semarang,neutral_policy,synthetic,permendikbud ppks no perlu direvisi berpihak korban permendikbud ppks,0,69,9,False,2024-03,33,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0250,gimana mau lapor kalau dosen yg lakokin adalah orang paling berkuasa di jurusan #MahasiswaAman #PPKS,2024-02-15,1,11,2,Denpasar,negative_fear,synthetic,gimana mau lapor dosen lakokin orang paling berkuasa jurusan mahasiswaaman ppks,0,79,11,False,2024-02,25,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0243,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar,2023-09-09,5,2,3,Bandung,negative_sanction,synthetic,permendikbud ppks bagus atas kertas implementasinya nol besar,0,61,8,False,2023-09,12,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0081,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #MahasiswaAman #PPKS,2023-02-08,3,12,1,Malang,negative_fear,synthetic,takut lapor kekerasan seksual pasti victim blaming sama pihak kampus mahasiswaaman ppks,0,87,12,False,2023-02,28,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0057,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan #StopKekerasanSeksual,2023-02-08,3,0,0,Surabaya,positive_support,synthetic,satgas ppks kompeten sangat dibutuhkan beberapa kampus menunjukkan stopkekerasanseksual,0,87,9,False,2023-02,3,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0056,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #StopKekerasanSeksual,2023-11-02,7,3,1,Semarang,neutral_policy,synthetic,data kemenangan hukum korban pelecehan seksual kampus sangat rendah stopkekerasanseksual,0,88,10,False,2023-11,14,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0056,gerakan solidaritas untuk korban kekerasan seksual kampus terus berkembang,2023-04-28,12,9,0,Jakarta,positive_support,synthetic,gerakan solidaritas korban kekerasan seksual kampus terus berkembang,0,68,8,False,2023-04,30,POSITIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0221,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali",2022-11-25,13,0,1,Jakarta,negative_sanction,synthetic,ppks hanya regulasi atas kertas eksekusinya sama sekali,0,55,8,False,2022-11,14,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0188,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #MahasiswaAman #PPKS,2023-11-27,0,3,1,Jakarta,negative_sanction,synthetic,rektorat kampus takut heboh medsos daripada ngasih sanksi tegas pelaku mahasiswaaman ppks,0,89,12,False,2023-11,7,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0045,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #PPKS #KampusAman,2023-07-23,26,9,3,Bandung,neutral_policy,synthetic,diskusi panel tentang reformasi ppks perguruan tinggi indonesia perlu dilanjutkan ppks kampusaman,0,97,12,False,2023-07,47,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0148,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #StopKekerasanSeksual",2024-03-22,4,1,1,Yogyakarta,negative_sanction,synthetic,dosen dilaporkan dipindah jurusan bukan dipecat bukan sanksi stopkekerasanseksual,0,81,9,False,2024-03,7,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0001,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #Permendikbud #PPKS",2023-11-23,6,4,1,Surabaya,negative_blaming,synthetic,teman2 kampus membela pelaku pelecehan seksual korban dikucilkan permendikbud ppks,0,82,10,False,2023-11,15,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0142,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi",2023-08-29,5,0,4,Yogyakarta,negative_sanction,synthetic,regulasi ppks punya gigi hukum kuat pelaku gampang lolos sanksi,0,63,10,False,2023-08,9,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0038,komunitas kampus aman sangat membantu korban yg tidak tau harus kemana melapor #StopKekerasanSeksual,2023-04-10,33,1,3,Semarang,positive_support,synthetic,komunitas kampus aman sangat membantu korban tau harus kemana melapor stopkekerasanseksual,0,90,11,False,2023-04,38,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0059,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan #MahasiswaAman #PPKS,2023-10-26,21,2,0,Bandung,neutral_policy,synthetic,anggaran satgas ppks kampus sangat minim perlu ditingkatkan mahasiswaaman ppks,0,78,10,False,2023-10,25,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0027,"korban disalahkan atas pakaian dan perilakunya, bukan pelaku yg bertanggung jawab #Permendikbud #PPKS",2024-04-04,29,0,4,Bandung,negative_blaming,synthetic,korban disalahkan atas pakaian perilakunya bukan pelaku bertanggung jawab permendikbud ppks,0,91,11,False,2024-04,33,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0072,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya",2024-06-26,3,2,1,Yogyakarta,negative_sanction,synthetic,laporkan satgas kabar sampai sekarang kemana hasilnya,0,53,7,False,2024-06,8,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0212,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #StopKekerasanSeksual,2023-04-02,9,1,6,Jakarta,negative_fear,synthetic,siapa berani lapor pelecehan seksual pelakunya dosen pembimbing skripsi stopkekerasanseksual,0,92,10,False,2023-04,17,POSITIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0037,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #Permendikbud #PPKS",2024-01-06,80,3,0,Medan,positive_support,synthetic,semangat buat semua korban berani speak up kalian sendirian permendikbud ppks,0,77,11,False,2024-01,86,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0226,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku",2022-01-01,176,0,2,Yogyakarta,negative_sanction,synthetic,sanksi ppks transparan sama sekali kejelasan hukuman pelaku,0,59,8,False,2022-01,178,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0133,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #PPKS #KampusAman,2022-02-08,2,0,3,Bogor,negative_fear,synthetic,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama ppks kampusaman,0,94,13,False,2022-02,5,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0007,budaya patriarki di kampus bikin korban pelecehan seksual selalu disalahkan #StopKekerasanSeksual,2023-06-14,10,1,11,Medan,negative_blaming,synthetic,budaya patriarki kampus bikin korban pelecehan seksual selalu disalahkan stopkekerasanseksual,0,93,10,False,2023-06,23,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0140,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #MahasiswaAman #PPKS",2023-01-20,3,1,1,Malang,negative_sanction,synthetic,kampus tutup mata soal pelecehan seksual dosen reputasi penting korban mahasiswaaman ppks,0,89,12,False,2023-01,6,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0090,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #MahasiswaAman #PPKS,2023-05-07,4,3,0,Semarang,negative_fear,synthetic,korban takut lapor satgas ppks ancaman pelaku dosen mahasiswaaman ppks,0,70,10,False,2023-05,10,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0049,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan #PPKS #KampusAman,2023-02-04,1,0,2,Bandung,neutral_policy,synthetic,anggaran satgas ppks kampus sangat minim perlu ditingkatkan ppks kampusaman,0,75,10,False,2023-02,3,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0181,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan,2023-06-02,17,6,1,Medan,negative_fear,synthetic,mahasiswi takut melapor kekerasan seksual kampus takut dikeluarkan,0,66,8,False,2023-06,30,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0040,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #Permendikbud #PPKS,2022-03-05,1,4,4,Malang,negative_blaming,synthetic,komunitas kampus menganggap korban pelecehan sebagai pembuat onar permendikbud ppks,0,83,10,False,2022-03,13,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0135,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #Permendikbud #PPKS,2022-12-26,18,4,2,Yogyakarta,negative_fear,synthetic,korban takut lapor satgas ppks ancaman pelaku dosen permendikbud ppks,0,69,10,False,2022-12,28,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0170,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #Permendikbud #PPKS",2023-02-02,17,5,1,Semarang,negative_sanction,synthetic,kampus tutup mata soal pelecehan seksual dosen reputasi penting korban permendikbud ppks,0,88,12,False,2023-02,28,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_pos_0033,solidaritas sesama perempuan di kampus makin kuat utk lawan pelecehan seksual #PPKS #KampusAman,2022-03-10,60,2,3,Surabaya,positive_support,synthetic,solidaritas sesama perempuan kampus makin kuat lawan pelecehan seksual ppks kampusaman,0,86,11,False,2022-03,67,POSITIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0108,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #PPKS #KampusAman,2024-06-30,17,1,8,Medan,negative_sanction,synthetic,permendikbud ppks bagus atas kertas implementasinya nol besar ppks kampusaman,0,77,10,False,2024-06,27,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_pos_0112,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #MahasiswaAman #PPKS",2022-11-14,15,7,2,Bandung,positive_support,synthetic,semangat buat semua korban berani speak up kalian sendirian mahasiswaaman ppks,0,78,11,False,2022-11,31,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0165,"korban pelecehan seksual kampus malah disalahkan krn pakaiannya, victim blaming parah #StopKekerasanSeksual",2023-12-05,6,0,3,Surabaya,negative_blaming,synthetic,korban pelecehan seksual kampus disalahkan pakaiannya victim blaming stopkekerasanseksual,0,89,9,False,2023-12,9,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0140,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #StopKekerasanSeksual",2024-01-29,2,1,4,Bandung,negative_fear,synthetic,satgas ppks kampus saya cuma formalitas beneran bantu korban stopkekerasanseksual,0,81,10,False,2024-01,8,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0198,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #StopKekerasanSeksual,2021-12-17,1,11,2,Surabaya,negative_sanction,synthetic,permendikbud ppks bagus atas kertas implementasinya nol besar stopkekerasanseksual,0,82,9,False,2021-12,25,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0073,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #Permendikbud #PPKS,2023-04-26,7,2,2,Surabaya,negative_fear,synthetic,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama permendikbud ppks,0,96,13,False,2023-04,13,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0020,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #PPKS #KampusAman,2023-04-28,4,2,2,Jakarta,neutral_policy,synthetic,permendikbud ppks no perlu direvisi berpihak korban ppks kampusaman,0,67,9,False,2023-04,10,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_pos_0073,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan #PPKS #KampusAman,2024-03-01,5,12,1,Medan,positive_support,synthetic,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan ppks kampusaman,0,86,11,False,2024-03,30,POSITIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_pos_0052,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #PPKS #KampusAman",2022-03-10,12,1,2,Malang,positive_support,synthetic,semangat buat semua korban berani speak up kalian sendirian ppks kampusaman,0,75,11,False,2022-03,16,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0220,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi,2022-06-20,59,25,3,Yogyakarta,negative_sanction,synthetic,pelaku pelecehan seksual kampus lolos terus mekanisme sanksi,0,60,8,False,2022-06,112,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0100,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #MahasiswaAman #PPKS,2022-04-16,0,4,0,Medan,neutral_policy,synthetic,permendikbud ppks no perlu direvisi berpihak korban mahasiswaaman ppks,0,70,9,False,2022-04,8,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0156,"kalo korban cerita di medsos langsung dikeroyok netizen kampus, gaslight abis #StopKekerasanSeksual",2022-10-01,9,4,0,Jakarta,negative_blaming,synthetic,korban cerita medsos langsung dikeroyok netizen kampus gaslight abis stopkekerasanseksual,0,89,10,False,2022-10,17,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0125,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban",2023-10-09,12,4,1,Surabaya,negative_sanction,synthetic,kampus tutup mata soal pelecehan seksual dosen reputasi penting korban,0,70,10,False,2023-10,21,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_pos_0017,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang",2022-05-30,821,2,1,Yogyakarta,positive_support,synthetic,gerakan kampus aman mulai berdampak mahasiswi berani speak up sekarang,0,70,10,False,2022-05,826,POSITIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neu_0107,perlu ada hotline nasional khusus korban kekerasan seksual di perguruan tinggi,2022-08-19,2,6,0,Jakarta,neutral_policy,synthetic,perlu hotline nasional khusus korban kekerasan seksual perguruan tinggi,0,71,9,False,2022-08,14,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0078,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #Permendikbud #PPKS",2023-10-24,2,0,0,Malang,negative_blaming,synthetic,dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri permendikbud ppks,0,89,12,False,2023-10,2,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0036,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #Permendikbud #PPKS,2023-01-27,6,0,11,Jakarta,neutral_policy,synthetic,data kemenangan hukum korban pelecehan seksual kampus sangat rendah permendikbud ppks,0,85,11,False,2023-01,17,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0058,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #Permendikbud #PPKS",2022-01-19,2,0,0,Bandung,negative_sanction,synthetic,dosen dilaporkan dipindah jurusan bukan dipecat bukan sanksi permendikbud ppks,0,78,10,False,2022-01,2,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0030,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban,2023-12-19,57,0,3,Medan,neutral_policy,synthetic,permendikbud ppks no perlu direvisi berpihak korban,0,51,7,False,2023-12,60,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0142,budaya patriarki di kampus bikin korban pelecehan seksual selalu disalahkan #PPKS #KampusAman,2024-05-21,3,2,1,Malang,negative_blaming,synthetic,budaya patriarki kampus bikin korban pelecehan seksual selalu disalahkan ppks kampusaman,0,88,11,False,2024-05,8,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0092,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #PPKS #KampusAman",2023-12-21,1,1,1,Surabaya,positive_support,synthetic,gerakan kampus aman mulai berdampak mahasiswi berani speak up sekarang ppks kampusaman,0,86,12,False,2023-12,4,POSITIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0238,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #MahasiswaAman #PPKS",2022-08-23,23,4,3,Malang,negative_sanction,synthetic,dosen dilaporkan dipindah jurusan bukan dipecat bukan sanksi mahasiswaaman ppks,0,79,10,False,2022-08,34,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0175,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #PPKS #KampusAman,2023-02-09,2,7,3,Jakarta,negative_blaming,synthetic,komunitas kampus menganggap korban pelecehan sebagai pembuat onar ppks kampusaman,0,81,10,False,2023-02,19,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
