id,text,date,likes,retweets,replies,city,category,source
anon_neg_0062,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor,2022-01-22,5,1,3,Bandung,negative_sanction,synthetic
anon_neg_0205,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #Permendikbud #PPKS,2023-01-26,22,2,7,Semarang,negative_sanction,synthetic
anon_neg_0171,"kalo korban cerita di medsos langsung dikeroyok netizen kampus, gaslight abis",2022-11-10,21,2,1,Surabaya,negative_blaming,synthetic
anon_neg_0133,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #PPKS #KampusAman,2022-02-08,2,0,3,Bogor,negative_fear,synthetic
anon_neg_0163,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #MahasiswaAman #PPKS,2022-07-22,1,8,1,Semarang,negative_blaming,synthetic
anon_neg_0031,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku #Permendikbud #PPKS",2024-04-26,1,0,3,Surabaya,negative_sanction,synthetic
anon_neg_0182,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul,2022-10-02,15,1,4,Bogor,negative_blaming,synthetic
anon_neg_0089,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #MahasiswaAman #PPKS",2022-01-16,9,2,2,Jakarta,negative_blaming,synthetic
anon_neg_0000,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #PPKS #KampusAman,2021-11-26,13,2,3,Jakarta,negative_fear,synthetic
anon_neg_0036,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #PPKS #KampusAman,2024-05-03,8,1,2,Semarang,negative_sanction,synthetic
anon_neg_0166,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #StopKekerasanSeksual",2024-02-02,15,10,3,Yogyakarta,negative_blaming,synthetic
anon_neg_0007,budaya patriarki di kampus bikin korban pelecehan seksual selalu disalahkan #StopKekerasanSeksual,2023-06-14,10,1,11,Medan,negative_blaming,synthetic
anon_pos_0132,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan #MahasiswaAman #PPKS,2022-12-10,22,0,7,Bandung,positive_support,synthetic
anon_neg_0252,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya",2024-06-01,26,42,3,Bandung,negative_sanction,synthetic
anon_neg_0197,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor,2022-03-10,8,4,1,Surabaya,negative_sanction,synthetic
anon_neg_0124,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #MahasiswaAman #PPKS",2022-01-17,54,1,1,Surabaya,negative_sanction,synthetic
anon_neg_0172,"bukti kgk diproses, pelapor malah dikucilkan teman2nya, ini beneran terjadi #PPKS #KampusAman",2024-03-21,5,0,17,Jakarta,negative_fear,synthetic
anon_neg_0125,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban",2022-07-02,28,12,0,Jakarta,negative_fear,synthetic
anon_neg_0114,tidak ada transparansi sama sekali soal proses penanganan kasus pelecehan seksual #MahasiswaAman #PPKS,2023-02-20,6,1,3,Semarang,negative_sanction,synthetic
anon_neg_0140,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #MahasiswaAman #PPKS",2023-01-20,3,1,1,Malang,negative_sanction,synthetic
anon_neg_0012,"korban disalahkan atas pakaian dan perilakunya, bukan pelaku yg bertanggung jawab #StopKekerasanSeksual",2022-05-05,7,0,4,Jakarta,negative_blaming,synthetic
anon_neu_0013,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks #Permendikbud #PPKS,2023-04-21,1,11,3,Yogyakarta,neutral_policy,synthetic
anon_neg_0090,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #MahasiswaAman #PPKS,2023-05-07,4,3,0,Semarang,negative_fear,synthetic
anon_neu_0049,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan #PPKS #KampusAman,2023-02-04,1,0,2,Bandung,neutral_policy,synthetic
anon_neg_0181,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan,2023-06-02,17,6,1,Medan,negative_fear,synthetic
anon_neg_0274,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa,2023-10-05,9,7,8,Yogyakarta,negative_fear,synthetic
anon_neu_0005,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #PPKS #KampusAman,2022-12-20,8,10,2,Denpasar,neutral_policy,synthetic
anon_neg_0069,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #MahasiswaAman #PPKS,2024-01-21,3,2,9,Jakarta,negative_fear,synthetic
anon_neg_0011,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #PPKS #KampusAman",2022-09-08,2,3,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0131,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #Permendikbud #PPKS,2024-02-05,73,2,2,Jakarta,negative_fear,synthetic
anon_neg_0020,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #PPKS #KampusAman",2022-08-18,6,3,1,Bandung,negative_sanction,synthetic
anon_neg_0144,tidak ada transparansi sama sekali soal proses penanganan kasus pelecehan seksual,2024-01-03,4,8,2,Bandung,negative_sanction,synthetic
anon_neg_0046,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku",2023-05-27,14,13,1,Jakarta,negative_sanction,synthetic
anon_neg_0144,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #MahasiswaAman #PPKS,2023-01-07,8,2,5,Jakarta,negative_fear,synthetic
anon_neg_0143,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #StopKekerasanSeksual,2023-07-24,6,1,2,Surabaya,negative_sanction,synthetic
anon_neg_0040,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #Permendikbud #PPKS,2022-03-05,1,4,4,Malang,negative_blaming,synthetic
anon_neg_0135,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #Permendikbud #PPKS,2022-12-26,18,4,2,Yogyakarta,negative_fear,synthetic
anon_neg_0170,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #Permendikbud #PPKS",2023-02-02,17,5,1,Semarang,negative_sanction,synthetic
anon_neg_0164,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #MahasiswaAman #PPKS",2021-12-30,49,1,1,Bogor,negative_fear,synthetic
anon_neg_0028,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama,2022-08-28,4,1,1,Yogyakarta,negative_fear,synthetic
anon_pos_0033,solidaritas sesama perempuan di kampus makin kuat utk lawan pelecehan seksual #PPKS #KampusAman,2022-03-10,60,2,3,Surabaya,positive_support,synthetic
anon_neg_0193,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2023-04-03,24,0,3,Makassar,negative_fear,synthetic
anon_neg_0108,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #PPKS #KampusAman,2024-06-30,17,1,8,Medan,negative_sanction,synthetic
anon_pos_0112,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #MahasiswaAman #PPKS",2022-11-14,15,7,2,Bandung,positive_support,synthetic
anon_neg_0169,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #Permendikbud #PPKS,2023-03-30,1,2,0,Bandung,negative_fear,synthetic
anon_neg_0165,"korban pelecehan seksual kampus malah disalahkan krn pakaiannya, victim blaming parah #StopKekerasanSeksual",2023-12-05,6,0,3,Surabaya,negative_blaming,synthetic
anon_neg_0140,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #StopKekerasanSeksual",2024-01-29,2,1,4,Bandung,negative_fear,synthetic
anon_neg_0173,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #MahasiswaAman #PPKS",2022-01-10,7,1,3,Medan,negative_fear,synthetic
anon_neg_0006,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #PPKS #KampusAman,2021-12-01,3,3,0,Jakarta,negative_fear,synthetic
anon_pos_0005,teman2 di bem kampus gw gencar sosialisasi ppks dan konseling gratis utk korban #MahasiswaAman #PPKS,2024-03-25,2,4,1,Bandung,positive_support,synthetic
anon_neg_0198,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #StopKekerasanSeksual,2021-12-17,1,11,2,Surabaya,negative_sanction,synthetic
anon_neg_0073,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #Permendikbud #PPKS,2023-04-26,7,2,2,Surabaya,negative_fear,synthetic
anon_neu_0020,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #PPKS #KampusAman,2023-04-28,4,2,2,Jakarta,neutral_policy,synthetic
anon_pos_0073,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan #PPKS #KampusAman,2024-03-01,5,12,1,Medan,positive_support,synthetic
anon_neg_0238,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2024-04-04,9,2,0,Surabaya,negative_fear,synthetic
anon_neg_0145,gimana mau lapor kalau dosen yg lakokin adalah orang paling berkuasa di jurusan #MahasiswaAman #PPKS,2022-08-13,10,1,3,Jakarta,negative_fear,synthetic
anon_pos_0052,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #PPKS #KampusAman",2022-03-10,12,1,2,Malang,positive_support,synthetic
anon_neg_0234,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2022-10-29,19,4,5,Surabaya,negative_fear,synthetic
anon_neg_0220,gimana mau lapor kalau dosen yg lakokin adalah orang paling berkuasa di jurusan #Permendikbud #PPKS,2023-05-19,24,2,2,Surabaya,negative_fear,synthetic
anon_neu_0033,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks,2022-09-27,0,4,1,Bandung,neutral_policy,synthetic
anon_neg_0220,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi,2022-06-20,59,25,3,Yogyakarta,negative_sanction,synthetic
anon_neg_0132,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #Permendikbud #PPKS,2022-05-14,3,1,1,Jakarta,negative_fear,synthetic
anon_neu_0100,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #MahasiswaAman #PPKS,2022-04-16,0,4,0,Medan,neutral_policy,synthetic
anon_pos_0034,"ppks seharusnya jadi standar minimum setiap kampus, dukungan penuh untuk regulasi #Permendikbud #PPKS",2023-04-23,2,1,1,Bandung,positive_support,synthetic
anon_neg_0185,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #StopKekerasanSeksual",2022-12-11,1,5,0,Bandung,negative_fear,synthetic
anon_neg_0041,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #StopKekerasanSeksual,2023-10-20,1,5,5,Jakarta,negative_fear,synthetic
anon_neg_0156,"kalo korban cerita di medsos langsung dikeroyok netizen kampus, gaslight abis #StopKekerasanSeksual",2022-10-01,9,4,0,Jakarta,negative_blaming,synthetic
anon_neg_0108,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #MahasiswaAman #PPKS,2024-06-09,1,9,2,Yogyakarta,negative_fear,synthetic
anon_neg_0048,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #PPKS #KampusAman",2023-02-16,51,3,1,Medan,negative_blaming,synthetic
anon_neg_0056,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #Permendikbud #PPKS,2022-12-11,13,4,3,Semarang,negative_fear,synthetic
anon_neg_0125,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban",2023-10-09,12,4,1,Surabaya,negative_sanction,synthetic
anon_neg_0162,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya #StopKekerasanSeksual",2023-05-24,21,0,2,Bandung,negative_sanction,synthetic
anon_pos_0017,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang",2022-05-30,821,2,1,Yogyakarta,positive_support,synthetic
anon_neu_0107,perlu ada hotline nasional khusus korban kekerasan seksual di perguruan tinggi,2022-08-19,2,6,0,Jakarta,neutral_policy,synthetic
anon_neg_0024,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2023-11-18,22,3,1,Medan,negative_fear,synthetic
anon_neg_0187,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #MahasiswaAman #PPKS",2022-05-16,1,8,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0259,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #Permendikbud #PPKS",2022-01-22,9,2,4,Denpasar,negative_sanction,synthetic
anon_neg_0251,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #StopKekerasanSeksual",2023-07-03,4,6,3,Semarang,negative_sanction,synthetic
anon_neg_0078,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #Permendikbud #PPKS",2023-10-24,2,0,0,Malang,negative_blaming,synthetic
anon_neg_0154,"atmosfer kampus gw super toxic, korban yg lapor malah dianggap tukang bikin masalah",2022-11-09,2,12,3,Semarang,negative_blaming,synthetic
anon_neu_0036,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #Permendikbud #PPKS,2023-01-27,6,0,11,Jakarta,neutral_policy,synthetic
anon_neg_0058,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #Permendikbud #PPKS",2022-01-19,2,0,0,Bandung,negative_sanction,synthetic
anon_neg_0051,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #StopKekerasanSeksual,2022-12-16,6,1,4,Bandung,negative_fear,synthetic
anon_neg_0227,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor,2023-11-28,12,1,2,Semarang,negative_sanction,synthetic
anon_neg_0236,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali",2023-02-25,2,4,1,Semarang,negative_sanction,synthetic
anon_neu_0030,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban,2023-12-19,57,0,3,Medan,neutral_policy,synthetic
anon_pos_0041,gerakan solidaritas untuk korban kekerasan seksual kampus terus berkembang #MahasiswaAman #PPKS,2024-06-26,8,0,2,Bogor,positive_support,synthetic
anon_neg_0264,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2022-02-20,7,1,3,Malang,negative_fear,synthetic
anon_pos_0077,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #MahasiswaAman #PPKS",2023-05-24,35,2,2,Semarang,positive_support,synthetic
anon_neg_0170,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #Permendikbud #PPKS",2024-03-16,11,0,3,Surabaya,negative_blaming,synthetic
anon_neg_0142,budaya patriarki di kampus bikin korban pelecehan seksual selalu disalahkan #PPKS #KampusAman,2024-05-21,3,2,1,Malang,negative_blaming,synthetic
anon_pos_0092,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #PPKS #KampusAman",2023-12-21,1,1,1,Surabaya,positive_support,synthetic
anon_neg_0238,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #MahasiswaAman #PPKS",2022-08-23,23,4,3,Malang,negative_sanction,synthetic
anon_neg_0167,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor,2023-12-17,6,3,2,Jakarta,negative_sanction,synthetic
anon_neg_0018,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #MahasiswaAman #PPKS,2023-12-22,19,10,2,Jakarta,negative_fear,synthetic
anon_neg_0175,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #PPKS #KampusAman,2023-02-09,2,7,3,Jakarta,negative_blaming,synthetic
anon_neg_0203,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #PPKS #KampusAman,2023-06-11,2,6,6,Semarang,negative_sanction,synthetic
anon_neg_0028,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius,2024-02-23,5,4,4,Malang,negative_blaming,synthetic
anon_neg_0153,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar,2023-09-16,165,1,3,Medan,negative_sanction,synthetic
anon_neg_0087,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya #MahasiswaAman #PPKS",2024-03-10,2,5,5,Jakarta,negative_sanction,synthetic
anon_neg_0083,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #StopKekerasanSeksual",2023-03-28,5,2,1,Denpasar,negative_fear,synthetic
anon_neg_0061,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #StopKekerasanSeksual,2023-12-05,27,12,2,Jakarta,negative_fear,synthetic
anon_neg_0098,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #Permendikbud #PPKS,2024-04-12,6,6,1,Malang,negative_blaming,synthetic
anon_neg_0272,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #Permendikbud #PPKS,2021-11-02,5,0,3,Malang,negative_fear,synthetic
anon_neg_0005,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #MahasiswaAman #PPKS",2022-05-16,89,3,6,Medan,negative_sanction,synthetic
anon_neg_0080,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban",2024-05-08,1,0,7,Medan,negative_sanction,synthetic
anon_neg_0074,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan",2022-11-25,0,6,0,Bandung,negative_sanction,synthetic
anon_neg_0176,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #Permendikbud #PPKS",2023-05-21,8,8,1,Jakarta,negative_sanction,synthetic
anon_neg_0278,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #StopKekerasanSeksual",2023-09-11,14,1,4,Bandung,negative_fear,synthetic
anon_neg_0012,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #MahasiswaAman #PPKS,2023-02-03,6,2,0,Semarang,negative_fear,synthetic
anon_neg_0182,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi,2022-09-20,4,8,0,Bandung,negative_fear,synthetic
anon_neg_0088,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #Permendikbud #PPKS",2024-05-30,30,5,4,Surabaya,negative_sanction,synthetic
anon_pos_0141,kampus gw akhirnya pecat dosen predator setelah mahasiswi berani lapor bareng #Permendikbud #PPKS,2022-04-29,0,2,4,Bandung,positive_support,synthetic
anon_neg_0075,"korban pelecehan seksual kampus malah disalahkan krn pakaiannya, victim blaming parah #Permendikbud #PPKS",2022-06-28,27,0,0,Medan,negative_blaming,synthetic
anon_neg_0223,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #PPKS #KampusAman,2024-06-25,3,1,1,Denpasar,negative_fear,synthetic
anon_neg_0032,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul #MahasiswaAman #PPKS,2023-04-15,0,12,0,Jakarta,negative_blaming,synthetic
anon_neu_0080,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #PPKS #KampusAman,2022-09-14,2,1,1,Malang,neutral_policy,synthetic
anon_neg_0113,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #MahasiswaAman #PPKS,2023-04-28,3,3,1,Bandung,negative_blaming,synthetic
anon_neg_0005,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja",2023-06-25,0,0,0,Jakarta,negative_blaming,synthetic
anon_neg_0042,"korban disalahkan atas pakaian dan perilakunya, bukan pelaku yg bertanggung jawab",2024-01-28,91,2,1,Bandung,negative_blaming,synthetic
anon_neg_0093,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #Permendikbud #PPKS",2023-08-28,10,2,2,Surabaya,negative_blaming,synthetic
anon_neg_0176,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #PPKS #KampusAman,2024-06-22,32,0,1,Medan,negative_fear,synthetic
anon_neg_0125,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #Permendikbud #PPKS",2024-05-11,22,2,3,Bandung,negative_blaming,synthetic
anon_neg_0133,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #StopKekerasanSeksual,2022-05-23,16,2,2,Yogyakarta,negative_blaming,synthetic
anon_neg_0045,"korban pelecehan seksual kampus malah disalahkan krn pakaiannya, victim blaming parah",2021-11-15,19,10,0,Jakarta,negative_blaming,synthetic
anon_pos_0133,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan,2021-12-27,14,1,12,Jakarta,positive_support,synthetic
anon_neg_0113,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #PPKS #KampusAman,2023-06-01,15,2,6,Jakarta,negative_sanction,synthetic
anon_neg_0163,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2022-08-31,9,3,0,Surabaya,negative_fear,synthetic
anon_neg_0248,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #PPKS #KampusAman",2024-03-29,16,2,9,Bandung,negative_fear,synthetic
anon_neg_0094,"atmosfer kampus gw super toxic, korban yg lapor malah dianggap tukang bikin masalah #PPKS #KampusAman",2024-03-22,25,8,1,Surabaya,negative_blaming,synthetic
anon_pos_0145,berkat PPKS akhirnya ada mekanisme formal yg bisa melindungi mahasiswi,2024-03-03,64,1,1,Bandung,positive_support,synthetic
anon_neg_0129,"victim blaming paling parah itu justru dari sesama mahasiswi, internalized misogyny #StopKekerasanSeksual",2023-06-25,0,8,5,Jakarta,negative_blaming,synthetic
anon_neg_0095,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #Permendikbud #PPKS",2022-05-06,5,0,4,Semarang,negative_sanction,synthetic
anon_neg_0132,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya",2023-01-13,19,0,2,Yogyakarta,negative_sanction,synthetic
anon_neg_0074,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #StopKekerasanSeksual",2023-05-21,8,5,7,Yogyakarta,negative_fear,synthetic
anon_neg_0113,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya",2023-02-06,0,3,0,Semarang,negative_fear,synthetic
anon_neg_0058,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #MahasiswaAman #PPKS,2024-04-03,30,1,1,Bandung,negative_blaming,synthetic
anon_neu_0071,kemendikbud harus evaluasi implementasi ppks di seluruh perguruan tinggi indonesia #Permendikbud #PPKS,2022-08-18,11,4,1,Malang,neutral_policy,synthetic
anon_neg_0110,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #PPKS #KampusAman",2023-07-30,1,9,1,Surabaya,negative_sanction,synthetic
anon_neg_0104,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #Permendikbud #PPKS",2024-06-27,0,10,2,Bandung,negative_fear,synthetic
anon_neg_0114,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2022-07-12,52,0,0,Yogyakarta,negative_fear,synthetic
anon_neg_0137,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor #Permendikbud #PPKS,2022-02-17,0,1,11,Bandung,negative_sanction,synthetic
anon_neg_0245,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #PPKS #KampusAman",2023-05-12,22,2,1,Bandung,negative_sanction,synthetic
anon_neg_0177,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya",2022-10-19,9,3,3,Semarang,negative_sanction,synthetic
anon_neg_0129,tidak ada transparansi sama sekali soal proses penanganan kasus pelecehan seksual #PPKS #KampusAman,2024-01-25,3,3,0,Bandung,negative_sanction,synthetic
anon_neg_0092,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #PPKS #KampusAman,2023-07-07,10,11,4,Jakarta,negative_fear,synthetic
anon_neu_0040,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban,2022-01-15,3,0,2,Bandung,neutral_policy,synthetic
anon_neg_0089,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #StopKekerasanSeksual",2023-12-21,3,1,2,Semarang,negative_fear,synthetic
anon_neg_0056,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali",2023-03-12,119,4,2,Jakarta,negative_sanction,synthetic
anon_neu_0098,implementasi ppks harus jadi syarat akreditasi perguruan tinggi oleh ban pt,2022-03-15,16,1,4,Jakarta,neutral_policy,synthetic
anon_neu_0031,kemendikbud harus evaluasi implementasi ppks di seluruh perguruan tinggi indonesia,2023-02-03,13,3,1,Jakarta,neutral_policy,synthetic
anon_neu_0043,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks #PPKS #KampusAman,2022-11-13,1,6,12,Bandung,neutral_policy,synthetic
anon_neg_0065,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #Permendikbud #PPKS",2024-04-05,21,6,2,Surabaya,negative_blaming,synthetic
anon_neg_0053,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #Permendikbud #PPKS,2023-02-27,12,7,4,Surabaya,negative_blaming,synthetic
anon_neg_0071,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #Permendikbud #PPKS",2024-06-13,6,2,3,Jakarta,negative_blaming,synthetic
anon_neg_0094,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #PPKS #KampusAman,2022-02-23,10,1,3,Denpasar,negative_fear,synthetic
anon_neg_0011,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik,2023-01-04,9,3,4,Makassar,negative_fear,synthetic
anon_neg_0116,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #StopKekerasanSeksual",2022-04-21,3,0,2,Surabaya,negative_sanction,synthetic
anon_neg_0253,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #StopKekerasanSeksual",2023-01-24,4,0,2,Jakarta,negative_sanction,synthetic
anon_neg_0043,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2023-05-01,13,5,1,Jakarta,negative_fear,synthetic
anon_neg_0042,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #PPKS #KampusAman,2023-07-17,10,1,9,Surabaya,negative_fear,synthetic
anon_neg_0049,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar",2023-01-11,1,4,12,Bandung,negative_sanction,synthetic
anon_neg_0167,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #StopKekerasanSeksual,2021-12-29,1,2,3,Bandung,negative_fear,synthetic
anon_neg_0217,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi",2023-12-23,5,2,2,Medan,negative_sanction,synthetic
anon_pos_0136,"satgas ppks kampus gw aktif dan responsif, korban dibantu dengan baik puji syukur #MahasiswaAman #PPKS",2023-12-26,2,9,1,Malang,positive_support,synthetic
